product_ndc,generic_name,brand_name,manufacturer_name,dosage_form,route,strength,strength_unit,description
55714-2475,"Hydrastis canadensis, Thuja occidentalis, Agnus castus, Aralia quinquefolia, Baryta carbonica, Berberis vulgaris, Bryonia, Caladium seguinum, Cantharis, Causticum, Chelidonium majus, Cinchona officinalis, Conium maculatum, Gaultheria procumbens, Graphites, Kali carbonicum, Lycopodium clavatum, Nux vomica, Onosmodium virginianum, Phosphorus, Sabal serrulata, Selenium metallicum, Sepia, Silicea, Staphysagria",Libido,"Newton Laboratories, Inc.",LIQUID,ORAL,15,[hp_X],
59450-471,Alcohol,Alcohol,The Kroger Co.,LIQUID,TOPICAL,62,mL,
59651-084,Dimethyl Fumarate,Dimethyl Fumarate,Aurobindo Pharma Limited,"CAPSULE, DELAYED RELEASE",ORAL,240,mg,
59651-540,ISOSORBIDE MONONITRATE,ISOSORBIDE MONONITRATE,Aurobindo Pharma Limited,"TABLET, EXTENDED RELEASE",ORAL,60,mg,
59726-064,Cetirizine HCL,All Day Allergy Relief,"P & L Development, LLC",CAPSULE,ORAL,10,mg,
59779-767,CHLORHEXIDINE GLUCONATE 4%,Antiseptic Skin Cleanser,"CVS Pharmacy, Inc.",LIQUID,TOPICAL,4,g,
60219-1751,Sildenafil,Sildenafil,Amneal Pharmaceuticals NY LLC,"TABLET, FILM COATED",ORAL,25,mg,
60492-0249,Anthrax immune globulin (human),Anthrasil,Emergent BioSolutions Canada Inc.,LIQUID,INTRAVENOUS,60,[iU],
59762-0035,sildenafil citrate,Sildenafil Citrate,Mylan Pharmaceuticals Inc.,"TABLET, FILM COATED",ORAL,50,mg,
60505-4703,Solifenacin Succinate,Solifenacin Succinate,Apotex Corp.,"TABLET, FILM COATED",ORAL,10,mg,
60687-272,Cefuroxime axetil,Cefuroxime axetil,American Health Packaging,"TABLET, FILM COATED",ORAL,250,mg,
60687-692,Ramelteon,Ramelteon,American Health Packaging,TABLET,ORAL,8,mg,
60723-207,ALENDRONATE SODIUM,Alendronate,"Hangzhou Minsheng Binjiang Pharmaceutical Co., Ltd.",TABLET,ORAL,35,mg,
0228-3084,Alprazolam,Alprazolam Extended Release,"Actavis Pharma, Inc.","TABLET, EXTENDED RELEASE",ORAL,1,mg,
60923-550,delandistrogene moxeparvovec-rokl,ELEVIDYS,"Sarepta Therapeutics, Inc.",KIT,INTRAVENOUS,,,
0245-0812,sumatriptan,TOSYMRA,"Upsher-Smith Laboratories, LLC",SPRAY,NASAL,10,mg,
61577-8121,Histamine Dihydrochloride,Australian Dream Back Pain,Sombra Cosmetics Inc.,CREAM,TOPICAL,.0005,g,
61657-2969,"Adrenalinum, Cimicifuga, Ignatia, Lecithin, Nicotinamidum, Oophorinum, Sepia.",TOTAL TRI-ESTRO,White Manufacturing Inc. DBA Micro-West,LIQUID,ORAL,10,[hp_X],
78206-153,FINASTERIDE,PROSCAR,Organon LLC,"TABLET, FILM COATED",ORAL,5,mg,
79396-001,ALCOHOL,SANITIZER,BOZZANO Group,SPRAY,TOPICAL,.7,mL,
79481-5072,"Acetaminophen, Guaifenesin, Phenylephrine HCl","Pressure, Pain and Mucus","Meijer Distribution, Inc.","TABLET, FILM COATED",ORAL,325,mg,
79903-108,Fexofenadine Hydrochloride and Pseudoephedrine Hydrochloride,Fexofenadine Hydrochloride and Pseudoephedrine Hydrochloride,"Wal-mart Stores, Inc.","TABLET, EXTENDED RELEASE",ORAL,60,mg,
76420-291,Oseltamivir Phosphate,Oseltamivir Phosphate,"Asclemed USA, Inc.",CAPSULE,ORAL,30,mg,
76420-712,FAMOTIDINE,FAMOTIDINE,"Asclemed USA, Inc.","TABLET, FILM COATED",ORAL,20,mg,
76458-401,ZINC OXIDE,Circadia Circa-Shield Mineral Sunscreen SPF 30,"Circadia by Dr Pugliese, Inc.",CREAM,TOPICAL,173,mg,
76986-002,NAIL REVIVE SERUM,SEACALL NAIL REVIVE SERUM,"Guangdong Quadrant Ecological Technology Co., Ltd.",CREAM,TOPICAL,.5,g,
82714-001,External Analgesic,BlueStop Max,Clavel Corporation,GEL,TOPICAL,40,mg,
82804-067,Olanzapine,Olanzapine,Proficient Rx LP,"TABLET, FILM COATED",ORAL,20,mg,
82804-953,Primidone,Primidone,Proficient Rx LP,TABLET,ORAL,250,mg,
82912-322,ZINC OXIDE,PROTEKT SPF-50 Sheer Mineral Sunscreen,"Protekt Products, Inc.",CREAM,TOPICAL,180,mg,
80425-0570,"Butalbital, Acetaminophen, and Caffeine","Butalbital, Acetaminophen, Caffeine","Advanced Rx of Tennessee, LLC",TABLET,ORAL,325,mg,
79903-403,CARBAMIDE PEROXIDE,Ear Wash Refill Equate,Walmart,KIT,,,,
80425-0049,Naproxen,Naproxen,"Advanced Rx of Tennessee, LLC",TABLET,ORAL,500,mg,
80425-0316,Doxepin Hydrochloride,Doxepin Hydrochloride,"Advanced Rx Pharmacy of Tennessee, LLC",CAPSULE,ORAL,25,mg,
0603-1161,dicyclomine hydrochloride,dicyclomine hydrochloride,"Par Health USA, LLC",SOLUTION,ORAL,10,mg,
0603-5167,phenobarbital,Phenobarbital,"Par Health USA, LLC",TABLET,ORAL,64.8,mg,
0615-7768,ISOSORBIDE MONONITRATE,ISOSORBIDE MONONITRATE,"NCS HealthCare of KY, LLC dba Vangard Labs","TABLET, EXTENDED RELEASE",ORAL,60,mg,
81638-171,ZINC OXIDE,EARLY MOMMY Baby Bum Butta,TEKT TONE LABS LLC,OINTMENT,TOPICAL,140,mg,
81995-056,ALLANTOIN,First honey Burn Salve,"First Honey, LLC",CREAM,TOPICAL,5,mg,
82083-0014,"adenosine, niacinamide",DERMAHAN V10 WHITENING TONE UpCREAM,LAON COMMERCE co ltd,CREAM,TOPICAL,.04,g,
82249-404,Temozolomide,Temozolomide,CivicaScript LLC,CAPSULE,ORAL,5,mg,
82442-365,"Brompheniramine maleate,Dextromethorphan HBr,Diphenhydramine HCl,",TARGET Cold and Cough and Nighttime Value Pack,TARGET CORPORATION,KIT,,,,
82604-600,phenylephrine and ketorolac,Omidria,Rayner Surgical Inc.,"INJECTION, SOLUTION, CONCENTRATE",INTRAOCULAR,2.88,mg,
82969-9028,"Calc Fluor, Calc Phos, Calc Sulph, Ferr Phos, Kali Mur, Kali Phos, Kali Sulph, Mag Phos, Nat Mur, Nat Phos, Nat Sulph, Silicea",Bestmade Natural Products BIO28,Bestmade Natural Products,LIQUID,ORAL,6,[hp_X],
83027-0032,"Alfalfa, Banana, Valeriana Officinalis, Cholinum, Gaba (Gamma Aminobutyric Acid), Inositol, Oleander, Hypophysis Suis, Hypothalamus Suis, Pineal Gland (Suis), Scutellaria Lateriflora, Acetylcholine Chloride, Norepinephrine (Bitartrate), Cadmium Metallicum, Dopamine (Hydrochloride), Serotonin (Hydrochloride), Adrenalinum",Neuro T Support Liquescence,"Nutritional Specialties, Inc.",LIQUID,ORAL,4,[hp_X],
82969-2042,"Aconite NapD2, Baptisia TincD1, China offD1, Eupatorium PerfD1, Filipendula UlmD1",Bestmade Natural Products BM42,Bestmade Natural Products,LIQUID,ORAL,30,[hp_C],
82969-3005,"Ferr Phos, Kali Mur, Nat Mur, Kali Sulph",Bestmade Natural Products Bio5,Bestmade Natural Products,"TABLET, SOLUBLE",ORAL,6,[hp_X],
84126-182,Pyrithione Zinc,Head and Shoulders Bare Minimal Ingredients Itchy Scalp Relief Serum,The Procter & Gamble Manufacturing Company,LIQUID,TOPICAL,.1,g,
84130-021,"Avobenzone, Homosalate, Octisalate",Sun Juice Body Mist Sunscreen SPF30 - Peach Sky PARADISO,Koco Life LLC,SPRAY,TOPICAL,30,mg,
84269-3500,Lidocaine Hydrochloride,Lidocaine Hydrochloride,Wildman Business Group,LIQUID,TOPICAL,20,mg,
84435-104,Zinc Oxide,Counter Beauty Dew Skin Tinted Moisturizer No. 4,"G2G Ventures, PBC",LOTION,TOPICAL,14,g,
83071-110,Niacinamide,Dr.Jucre Rebirth Booster,"NATURECELL CO., LTD.",LIQUID,TOPICAL,2,g,
83249-015,Zinc Oxide,RMS SUNCOVERUP SUPER TINT SPF 50 TAWNY,Rms organics LLC,LOTION,TOPICAL,120,mg,
83324-023,"Dextromethorphan HBr, Guaifenesin",QCH Adult Tussin DM 542,Chain Drug Marketing Association Inc.,LIQUID,ORAL,20,mg,
83324-303,Dextromethorphan hydrobromide,QUALITY CHOICE Long Acting Cough Softgel,"Chain Drug Marketing Association, Inc.","CAPSULE, LIQUID FILLED",ORAL,15,mg,
83566-560,Menthol,LETEBEE LIGHT neuropathy pain relief cream for feet,"Guangdong Aimu Biological Technology Co., Ltd",CREAM,TOPICAL,7,g,
83695-001,"Homosalate,Octocrylene,Avobenzone",SPF 30 Moisturizer with Aloe Vera,"Audrey Morris Cosmetics International, LLC",CREAM,TOPICAL,2,g,
83804-005,Lidocaine 4%,ELAIMEI Numbing Cream,"Shenzhen Shandian Jingling Technology Co., Ltd.",CREAM,TOPICAL,4,g,
0703-3671,Methotrexate,Methotrexate,"Teva Parenteral Medicines, Inc.","INJECTION, SOLUTION","INTRA-ARTERIAL, INTRAMUSCULAR, INTRATHECAL, INTRAVENOUS",25,mg,
0713-0135,Prochlorperazine,Prochlorperazine,"Cosette Pharmaceuticals, Inc.",SUPPOSITORY,RECTAL,25,mg,
84677-013,Amlodipine and Benazepril Hydrochloride,Amlodipine and Benazepril Hydrochloride,"Golden State Medical Supply, Inc.",CAPSULE,ORAL,10,mg,
84830-2431,Zinc Oxide,Alleyoop Sunsational Broad Spectrum,NewAlley Innovations Inc,LOTION,TOPICAL,132,mg,
84999-030,"Calcarea Fluorica,Calcarea Phosphorica,Calcarea Sulphurica,Ferrum Phosphoricum ,Kali Phosphoricum,Kali Muriaticum,Kali Sulphuricum,Magnesia Phosphorica,Natrum Muriaticum,Natrum Phosphoricum,Natrum Sulphuricum,Silicea",Schuessler Tissue Salts Comb 12 General Tonic,Martin & Pleasance Pty Ltd,SPRAY,ORAL,6,[hp_X],
84549-064,MAGNESIUM SULFATE HEPTAHYDRATE,Magnesium Sulfate,ProPharma Distribution,"INJECTION, SOLUTION","INTRAMUSCULAR, INTRAVENOUS",500,mg,
90112-3000,anifrolumab,,AstraZeneca Nijmegen B.V.,"INJECTION, SOLUTION",,300,mg,
11673-667,"Camphor, Eucalyptus oil, Menthol",cough suppressant and topical analgesic,Target Corporation,OINTMENT,TOPICAL,48,mg,
11788-137,Captopril,Captopril,"AiPing Pharmaceutical, Inc.",TABLET,ORAL,50,mg,
11822-1583,"Acetaminophen, Dextromethorphan Hydrobromide, Phenylephrine Hydrochloride",Daytime Cold and Flu,Rite Aid Corporation,LIQUID,ORAL,325,mg,
71124-0003,Rituximab,,"SAMSUNG BIOLOGICS Co., Ltd.",LIQUID,,300,kg,
71796-025,Elagolix Sodium,,Dr. Reddy's Laboratories Limited,POWDER,,1,kg,
72450-716,Aluminum Zirconium Trichlorohydrex Gly,,"Elementis SRL, Inc.",POWDER,,1,kg,
72955-300,Zinc Oxide,,Grillo Zinc Powder GmbH,POWDER,,25,kg,
73377-007,Vardenafil HCL Trihydrate,,AX Pharmaceutical Corp,POWDER,,1,g,
74920-004,L-HISTIDINE,,"Shanghai Plumino Amino Acid Co., Ltd.",POWDER,,25,kg,
76339-156,BENDAMUSTINE HYDROCHLORIDE MONOHYDRATE,,Apothecon Pharmaceuticals Pvt Ltd,POWDER,,9.999,kg,
79568-000,ICOSAPENT ETHYL,,Huatai Pharma Inc.,LIQUID,,1,kg,
82060-001,CYCLOBENZAPRINE HYDROCHLORIDE,,FLOWCHEM PHARMA PRIVATE LIMITED,POWDER,,1,kg,
82507-004,Ustekinumab,,AGC Biologics A/S,SOLUTION,,90,g,
86055-0001,Fenbendazole,,Alivira Animal Health Limited,POWDER,,1,kg,
83246-025,efanesoctocog alfa,,Genzyme Ireland Limited,"POWDER, FOR SOLUTION",,4000,[iU],
83914-002,Estradiol Hemihydrate,,La Chandra Pharmalab Private Limited,POWDER,,1,kg,
84386-137,Methocarbamol,,Aurobindo Pharma Limited,POWDER,,50,kg,
85207-021,Alprostadil,,SCH Global Services Private Limited,POWDER,,100,g,
21130-849,"ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, DOXYLAMINE SUCCINATE",Cold and Flu Relief Nighttime,"Safeway, Inc.","CAPSULE, LIQUID FILLED",ORAL,325,mg,
21922-088,Estradiol,Estradiol Gel,"Encube Ethicals, Inc.",GEL,TOPICAL,.75,mg,
22840-1368,Plantago lanceolata,English Plantain,"Greer Laboratories, Inc.",SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",.05,g,
22840-1671,Fusarium moniliforme,Fusarium moniliforme,"Greer Laboratories, Inc.",SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",20000,[PNU],
22840-3439,"Schinus molle, Schinus terebinthifolia",Peppertree Pollen Mix,"Greer Laboratories, Inc.",SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",20000,[PNU],
11994-017,perflutren,DEFINITY RT,"Lantheus Medical Imaging, Inc.","INJECTION, SUSPENSION",INTRAVENOUS,6.52,mg,
13533-706,ALPHA-1-PROTEINASE INHIBITOR (HUMAN),PROLASTIN-C,"GRIFOLS USA, LLC",KIT,,,,
13709-352,Skin Protectant Ointment,Skin Protectant for Babies and kids,Neilmed Pharmaceuticals Inc.,OINTMENT,TOPICAL,155,mg,
14141-401,"OCTINOXATE, ZINC OXIDE",LBEL FOREVER MATTE LONGWEAR AND CONTROL FOUNDATION 72H SPF 15 LATTE 180F,BEL STAR S.A.,EMULSION,TOPICAL,50,mg,
15435-310,ZINC OXIDE,Suzanne Organics Tinted Mineral Sunscreen Broad Spectrum SPF 25 - Bronze,SLC Skincare,CREAM,TOPICAL,220,mg,
15751-3501,ZINC OXIDE,Eminence Lilikoi Daily Defense Moisturizer SPF 40 Sunscreen,Eminence Organic Skin Care,CREAM,TOPICAL,200,mg,
16571-854,memantine,Memantine Hydrochloride,"Rising Pharma Holdings, Inc.","CAPSULE, EXTENDED RELEASE",ORAL,21,mg,
16714-549,Lacosamide,Lacosamide,NorthStar RxLLC,TABLET,ORAL,100,mg,
16729-146,Quetiapine,Quetiapine,Accord Healthcare Inc.,"TABLET, FILM COATED",ORAL,50,mg,
0093-4068,Prazosin Hydrochloride,Prazosin Hydrochloride,"Teva Pharmaceuticals USA, Inc.",CAPSULE,ORAL,2,mg,
0003-0894,apixaban,ELIQUIS,"E.R. Squibb & Sons, L.L.C.","TABLET, FILM COATED",ORAL,5,mg,
0093-3541,Estradiol,Estradiol,"Teva Pharmaceuticals USA, Inc.",CREAM,VAGINAL,.1,mg,
31722-277,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,"Camber Pharmaceuticals, Inc.","INJECTION, SOLUTION","EPIDURAL, RETROBULBAR",7.5,mg,
31722-664,Esomeprazole Magnesium,Esomeprazole Magnesium,"Camber Pharmaceuticals, Inc.","CAPSULE, DELAYED RELEASE",ORAL,20,mg,
32909-122,barium sulfate,Varibar Honey,E-Z-EM Canada Inc,SUSPENSION,ORAL,400,mg,
33342-287,"amlodipine,valsartan and hydrochlorothiazide","amlodipine,valsartan and hydrochlorothiazide",Macleods Pharmaceuticals Limited,"TABLET, FILM COATED",ORAL,10,mg,
22840-5430,Corylus americana,American Hazelnut Pollen,"Greer Laboratories, Inc.",SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",.05,g,
22840-9307,"Kochia scoparia, Chenopodium album and Salsola kali",Central Western Weed Mix,"Greer Laboratories, Inc.",SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",.0003333,g,
23155-092,Doxazosin,Doxazosin,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,TABLET,ORAL,1,mg,
23155-933,Thiamine Hydrochloride,Thiamine Hydrochloride,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,"INJECTION, SOLUTION","INTRAMUSCULAR, INTRAVENOUS",100,mg,
24338-104,Erythromycin,Erythromycin,"Arbor Pharmaceuticals, Inc.","TABLET, FILM COATED",ORAL,500,mg,
24689-139,Meclizine Hydrochloride,Meclizine Hydrochloride,APNAR PHARMA LP,TABLET,ORAL,25,mg,
25021-115,Clindamycin Phosphate,Clindamycin,Sagent Pharmaceuticals,"INJECTION, SOLUTION","INTRAMUSCULAR, INTRAVENOUS",150,mg,
25357-025,riboflavin 5-phosphate ophthalmic,Photrexa Cross-linking Kit,Glaukos Corporation,KIT,,,,
30142-429,"calamine, pramoxine hydrochloride",Calamine Plus,Kroger Company,SPRAY,TOPICAL,.4,mg,
30805-001,Alcohol,Symmetry Hand Sanitizer,"Buckeye International, Inc.",LIQUID,TOPICAL,62,mL,
27808-082,Morphine Sulfate,Morphine Sulfate,"Cranbury Pharmaceuticals, LLC",SOLUTION,ORAL,20,mg,
29300-380,divalproex sodium,divalproex sodium,"Unichem Pharmaceuticals (USA), Inc.","TABLET, FILM COATED, EXTENDED RELEASE",ORAL,250,mg,
37662-2145,Zincum Metallicum,Zincum Metallicum,"Hahnemann Laboratories, INC.",PELLET,ORAL,1,[hp_M],
37662-2376,Kali Sulphuricum,Kali Sulphuricum,"Hahnemann Laboratories, INC.",PELLET,ORAL,200,[hp_C],
37662-2607,Hura Brasiliensis,Hura Brasiliensis,"Hahnemann Laboratories, INC.",PELLET,ORAL,12,[hp_C],
37662-2837,Zincum Oxydatum,Zincum Oxydatum,"Hahnemann Laboratories, INC.",PELLET,ORAL,10,[hp_M],
37662-3067,Strontium Iodatum,Strontium Iodatum,"Hahnemann Laboratories, INC.",PELLET,ORAL,1,[hp_Q],
34666-281,Arnica Montana Nartex,Arnica Montana Nartex,Nartex Laboratorios Homeopaticos SA DE CV,GEL,TOPICAL,1,[hp_X],
35356-839,Oxycodone Hydchloride,Oxycodone Hydchloride,Quality Care Products LLC,TABLET,ORAL,10,mg,
0116-1061,Chlorhexidine Gluconate,ANTISEPTIC SKIN CLEANSER,"Xttrium Laboratories, Inc.",SOLUTION,TOPICAL,4,g,
0121-0576,metoclopramide hydrochloride,Metoclopramide,"PAI Holdings, LLC dba PAI Pharma",SOLUTION,ORAL,5,mg,
0121-0799,LEVETIRACETAM,Levetiracetam,"PAI Holdings, LLC dba PAI Pharma",SOLUTION,ORAL,100,mg,
37662-0298,Cicuta Virosa,Cicuta Virosa,"Hahnemann Laboratories, INC.",PELLET,ORAL,10,[hp_M],
37662-0528,Colocynthis,Colocynthis,"Hahnemann Laboratories, INC.",PELLET,ORAL,1,[hp_Q],
37662-0759,Acidum Gallicum,Acidum Gallicum,"Hahnemann Laboratories, INC.",PELLET,ORAL,100,[hp_C],
37662-0990,Dimethylum Flavus,Dimethylum Flavus,"Hahnemann Laboratories, INC.",PELLET,ORAL,12,[hp_C],
37662-1450,Spigelia Anthelmia,Spigelia Anthelmia,"Hahnemann Laboratories, INC.",PELLET,ORAL,1,[hp_Q],
37662-1681,Hyoscyamus Niger,Hyoscyamus Niger,"Hahnemann Laboratories, INC.",PELLET,ORAL,6,[hp_C],
37662-1912,Niccolum Metallicum,Niccolum Metallicum,"Hahnemann Laboratories, INC.",PELLET,ORAL,12,[hp_C],
37662-1219,Sabadilla,Sabadilla,"Hahnemann Laboratories, INC.",PELLET,ORAL,200,[hp_C],
42385-948,Metformin Hydrochloride,Metformin Hydrochloride,Laurus Labs Limited,"TABLET, FILM COATED",ORAL,850,mg,
42571-103,Glimepiride,Glimepiride,Micro Labs Limited,TABLET,ORAL,4,mg,
42681-0030,365 Anti Dandruff Shampoo Conditioner 2 in 1,AntiDandruffShampooConditioner,"Whole Foods Market, Inc.",SHAMPOO,TOPICAL,3,mg,
42799-119,Bumetanide,Bumetanide,Edenbridge Pharmaceuticals LLC.,TABLET,ORAL,.5,mg,
37662-3298,Quercus Rubra Glandium,Quercus Rubra Glandium,"Hahnemann Laboratories, INC.",PELLET,ORAL,100,[hp_C],
37662-3528,Allium Sativum,Allium Sativum,"Hahnemann Laboratories, INC.",PELLET,ORAL,6,[hp_C],
37662-3759,Lithium Sulphuratum,Lithium Sulphuratum,"Hahnemann Laboratories, INC.",PELLET,ORAL,1,[hp_M],
37662-3990,Niccolum Causticum,Niccolum Causticum,"Hahnemann Laboratories, INC.",PELLET,ORAL,1,[hp_M],
37808-072,"Eucalyptol, menthol, methyl salicylate, thymol",Antispetic,H E B,MOUTHWASH,ORAL,.92,mg,
37808-664,"Eucalyptol, menthol, methyl salicylate, thymol",Antispetic,H E B,MOUTHWASH,ORAL,.92,mg,
39328-530,amantadine hydrochloride,Amantadine Hydrochloride,"Patrin Pharma, Inc.",SOLUTION,ORAL,50,mg,
0143-9300,Pantoprazole Sodium,Pantoprazole Sodium,Hikma Pharmaceuticals USA Inc.,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,40,mg,
41366-015,ALCOHOL,75% Alcohol Disinfectant,"Zhejiang Meimi Technology Co., Ltd.",LIQUID,EXTRACORPOREAL,75,mL,
41167-4122,Fexofenadine Hydrochloride,Allegra Allergy,"Chattem, Inc.","TABLET, COATED",ORAL,180,mg,
0143-9379,Midazolam in Sodium Chloride,Midazolam in Sodium Chloride,Hikma Pharmaceuticals USA Inc.,INJECTION,INTRAVENOUS,1,mg,
42023-182,Argatroban,Argatroban,"Par Health USA, LLC",INJECTION,INTRAVENOUS,250,mg,
42291-511,Primidone,Primidone,AvKARE,TABLET,ORAL,250,mg,
43857-0801,"Alfalfa, Berberis Vulgaris, Rhamnus Purshiana, Rheum (Palmatum), Taraxacum Officinale, Hepar Bovine, Small Intestine (Suis), Aranea Diadema, Carbo Animalis, Carbo Vegetabilis, CINA, Mercurius Solubilis, Podophyllum Peltatum, Selenium Metallicum, Spigelia Anthelmia, Veratrum Album, Bilirubin, Creatine, Creatinine, Indolum, Skatolum, Proteus (Mirabilis), Morgan Gaertner",Colotox,"BioActive Nutritional, Inc.",LIQUID,ORAL,12,[hp_X],
44717-072,"Avobenzone, Homosalate, Octisalate, Octocrylene",Premium Moisturizing Sunscreen Broad Spectrum SPF 15,"Wasatch Product Development, LLC",LOTION,TOPICAL,2,g,
44911-0598,"Aceticum Acidum, Colchicum Autumnale, Lacticum Acidum, Lycopodium Clavatum, Phosphoricum Acidum, Phosphorus, Syzygium Jambolanum, Uranium Nitricum",Endopan HP,"Energique, Inc.",LIQUID,ORAL,30,[hp_X],
45802-269,Permethrin,Permethrin,Padagis Israel Pharmaceuticals Ltd,CREAM,TOPICAL,50,mg,
42829-002,BENZETHONIUM CHLORIDE,Antiseptic Wound Care MediCleanse Healing,"ASCENT CONSUMER PRODUCTS, INC",SOLUTION,TOPICAL,1.3,mg,
43063-368,Indomethacin,Indomethacin,"PD-Rx Pharmaceuticals, Inc.",CAPSULE,ORAL,25,mg,
43063-970,Diazepam,Diazepam,"PD-Rx Pharmaceuticals, Inc.",TABLET,ORAL,5,mg,
43353-834,atenolol,Atenolol,"Aphena Pharma Solutions - Tennessee, LLC",TABLET,ORAL,50,mg,
43598-646,Treprostinil,Treprostinil,"Dr.Reddy's Laboratories Inc.,","INJECTION, SOLUTION","INTRAVENOUS, SUBCUTANEOUS",50,mg,
43406-0670,"ArsenicTrioxide,BaptisiaTinctoriaRoot,BryoniaAlbaRoot,SolanumDulcamaraTop,EchinaceaAngustifolia,EchinaceaPurpurea,EupatoriumPerfoliatumFloweringTop,FerrosoferricPhosphate,GelsemiumSempervirensRoot,PotassiumChloride,Phosphorus,AnemonePulsatilla,Sulfur,ZincAcetateAnhydrous,ZincCarbonate,Zinc,ZincChloride,ZincOxide,ZincPicrateNonahyrdate,ZincValerateDihydrate,CairinaMoschataHeart/LiverAutolysate,Influenzinum",COLD/FLU HP,"Natural Creations, Inc.",LIQUID,ORAL,100,[hp_X],
43547-307,aripiprazole,ARIPIPRAZOLE,"Solco Healthcare U.S., LLC",TABLET,ORAL,30,mg,
43598-072,Naproxen Sodium,Naproxen Sodium Headache Pain,Dr.Reddy's Laboratories Inc,"TABLET, COATED",ORAL,220,mg,
43742-1288,Formalinum,Formaldehyde,"Deseret Biologicals, Inc.",LIQUID,ORAL,8,[hp_X],
43742-2175,"Berberis Vulgaris, Carbolicum Acidum, Carduus Marianus, Chelidonium Majus, Chromium Picolinate, Cichorium Intybus, Flos, Cobalt Gluconate, Copper Gluconate, Gallbladder (Suis), Hepar Suis, Magnesium Gluconicum Dihydricum, Natrum Sulphuricum, Nux Vomica, Pancreas Suis, Picrorhiza Kurroa, Ptelea Trifoliate, Raphanus Sativus, Sarcolacticum Acidum, Schisandra Chinensis, Sulphur, Taraxacum Officinale, Vanadium Metallicum, Verbena Officinalis, Flos, Viscum Album",Liver Drainage,"Deseret Biologicals, Inc.",LIQUID,ORAL,3,[hp_X],
43857-0269,"Ornithogallum Umbellatum, Flos",Bio Star of Bethlehem,"BioActive Nutritional, Inc.",LIQUID,ORAL,6,[hp_X],
49702-258,"abacavir sulfate, dolutegravir sodium, lamivudine",Triumeq PD,ViiV Healthcare Company,KIT,,,,
49967-112,"Avobenzone, Homoslate, Octisalate and Octocrylene",Garnier SkinActive Clearly Brighter AntiSun Damage Daily Moisturizer Broad Spectrum SPF 30 Sunscreen,LOreal USA Products Inc,LOTION,TOPICAL,30,mg,
50066-519,"ACETAMINOPHEN, DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, PHENYLEPHRINE HYDROCHLORIDE",Childrens Tukol Multi-Symptom Cold and Flu,"Genomma Lab USA, Inc.",LIQUID,ORAL,325,mg,
50090-1154,Nicotine Polacrilex,Nicotine Polacrilex,A-S Medication Solutions,LOZENGE,ORAL,4,mg,
50090-2408,Venlafaxine,Venlafaxine,A-S Medication Solutions,TABLET,ORAL,75,mg,
46122-455,"loratadine, Pseudoephedrine sulfate",good neighbor pharmacy loratadine d,Amerisource Bergen,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,5,mg,
0187-3554,Flucytosine,ANCOBON,Bausch Health US LLC,CAPSULE,ORAL,250,mg,
46708-381,Temazepam,Temazepam,Alembic Pharmaceuticals Limited,CAPSULE,ORAL,22.5,mg,
0220-0035,ACONITUM NAPELLUS,Aconitum napellus,Boiron,PELLET,ORAL,30,[hp_C],
47335-931,vecuronium bromide,vecuronium bromide,"Sun Pharmaceutical Industries, Inc.","INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,1,mg,
47682-317,Benzalkonium Chloride,Green Guard Antiseptic,Unifirst First Aid Corporation,SPRAY,TOPICAL,1.3,g,
48433-014,buspirone hydrochloride,Buspirone Hydrochloride,"Safecor Health, LLC",TABLET,ORAL,30,mg,
48951-5046,Hepar Stannum 17/20,Hepar Stannum 17/20,Uriel Pharmacy Inc.,PELLET,ORAL,17,[hp_X],
49406-007,Tolnaftate,Formula 7 - The Solution,The Tetra Corporation,SOLUTION,TOPICAL,1,g,
49035-294,Minoxidil,equate hair regrowth treatment,Wal-Mart Stores Inc,"AEROSOL, FOAM",TOPICAL,5,g,
49035-907,"Acetaminophen, Dextromethorphan HBr, Phenylephrine HCl",Equate Severe Cold Multi Symptom,Wal-Mart Stores Inc,"POWDER, FOR SOLUTION",ORAL,500,mg,
49643-019,Mouse Epithelia,Mouse Epithelia,"Allermed Laboratories, Inc.",INJECTION,"CUTANEOUS, INTRADERMAL, SUBCUTANEOUS",.1,g,
0220-1399,CINCHONA OFFICINALIS BARK,Cinchona officinalis,Boiron,PELLET,ORAL,200,[kp_C],
50458-639,topiramate,Topamax,"Janssen Pharmaceuticals, Inc.","TABLET, COATED",ORAL,25,mg,
